0	30.000000	-2.963235
1	27.250000	-13.276489
2	30.000000	-23.589616
3	27.250000	-33.902950
4	30.000000	-44.216253
5	27.250000	-54.529505
6	30.000000	-64.842623
7	27.250000	-75.155893
8	30.000000	-85.469199
9	27.250000	-95.782403
10	30.000000	-106.096017
11	27.250000	-116.409008
12	30.000000	-126.721913
13	27.250000	-137.035016
14	30.000000	-147.349001
15	27.250000	-157.662027
16	35.500000	-2.963235
17	32.750000	-13.276489
18	35.500000	-23.589616
19	32.750000	-33.902950
20	35.500000	-44.216253
21	32.750000	-54.529505
22	35.500000	-64.842623
23	32.750000	-75.155893
24	35.500000	-85.469199
25	32.750000	-95.782403
26	35.500000	-106.096017
27	32.750000	-116.409008
28	35.500000	-126.721913
29	32.750000	-137.035016
30	35.500000	-147.349001
31	32.750000	-157.662027
32	41.000000	-2.963243
33	38.250000	-13.276489
34	41.000000	-23.589642
35	38.250000	-33.902950
36	41.000000	-44.216219
37	38.250000	-54.529505
38	41.000000	-64.842729
39	38.250000	-75.155893
40	41.000000	-85.469207
41	38.250000	-95.782403
42	41.000000	-106.096010
43	38.250000	-116.409008
44	41.000000	-126.722040
45	38.250000	-137.035016
46	41.000000	-147.349105
47	38.250000	-157.662027
48	46.500000	-2.963243
49	43.750000	-13.276512
50	46.500000	-23.589642
51	43.750000	-33.902951
52	46.500000	-44.216219
53	43.750000	-54.529413
54	46.500000	-64.842729
55	43.750000	-75.155878
56	46.500000	-85.469207
57	43.750000	-95.782404
58	46.500000	-106.096010
59	43.750000	-116.408965
60	46.500000	-126.722040
61	43.750000	-137.035003
62	46.500000	-147.349105
63	43.750000	-157.662098
64	52.000000	-2.963243
65	49.250000	-13.276512
66	52.000000	-23.589642
67	49.250000	-33.902951
68	52.000000	-44.216219
69	49.250000	-54.529413
70	52.000000	-64.842729
71	49.250000	-75.155878
72	52.000000	-85.469207
73	49.250000	-95.782404
74	52.000000	-106.096010
75	49.250000	-116.408965
76	52.000000	-126.722040
77	49.250000	-137.035003
78	52.000000	-147.349105
79	49.250000	-157.662098
80	57.500000	-2.963243
81	54.750000	-13.276512
82	57.500000	-23.589642
83	54.750000	-33.902951
84	57.500000	-44.216219
85	54.750000	-54.529413
86	57.500000	-64.842729
87	54.750000	-75.155878
88	57.500000	-85.469207
89	54.750000	-95.782404
90	57.500000	-106.096010
91	54.750000	-116.408965
92	57.500000	-126.722040
93	54.750000	-137.035003
94	57.500000	-147.349105
95	54.750000	-157.662098
96	63.000000	-2.963243
97	60.250000	-13.276512
98	63.000000	-23.589642
99	60.250000	-33.902951
100	63.000000	-44.216219
101	60.250000	-54.529413
102	63.000000	-64.842729
103	60.250000	-75.155878
104	63.000000	-85.469207
105	60.250000	-95.782404
106	63.000000	-106.096010
107	60.250000	-116.408965
108	63.000000	-126.722040
109	60.250000	-137.035003
110	63.000000	-147.349105
111	60.250000	-157.662098
112	68.500000	-2.963243
113	65.750000	-13.276512
114	68.500000	-23.589642
115	65.750000	-33.902951
116	68.500000	-44.216219
117	65.750000	-54.529413
118	68.500000	-64.842729
119	65.750000	-75.155878
120	68.500000	-85.469207
121	65.750000	-95.782404
122	68.500000	-106.096010
123	65.750000	-116.408965
124	68.500000	-126.722040
125	65.750000	-137.035003
126	68.500000	-147.349105
127	65.750000	-157.662098
128	74.000000	-2.963235
129	71.250000	-13.276512
130	74.000000	-23.589616
131	71.250000	-33.902951
132	74.000000	-44.216253
133	71.250000	-54.529413
134	74.000000	-64.842623
135	71.250000	-75.155878
136	74.000000	-85.469199
137	71.250000	-95.782404
138	74.000000	-106.096017
139	71.250000	-116.408965
140	74.000000	-126.721913
141	71.250000	-137.035003
142	74.000000	-147.349001
143	71.250000	-157.662098
144	79.500000	-2.963235
145	76.750000	-13.276489
146	79.500000	-23.589616
147	76.750000	-33.902950
148	79.500000	-44.216253
149	76.750000	-54.529505
150	79.500000	-64.842623
151	76.750000	-75.155893
152	79.500000	-85.469199
153	76.750000	-95.782403
154	79.500000	-106.096017
155	76.750000	-116.409008
156	79.500000	-126.721913
157	76.750000	-137.035016
158	79.500000	-147.349001
159	76.750000	-157.662027
160	85.000000	-2.963235
161	82.250000	-13.276489
162	85.000000	-23.589616
163	82.250000	-33.902950
164	85.000000	-44.216253
165	82.250000	-54.529505
166	85.000000	-64.842623
167	82.250000	-75.155893
168	85.000000	-85.469199
169	82.250000	-95.782403
170	85.000000	-106.096017
171	82.250000	-116.409008
172	85.000000	-126.721913
173	82.250000	-137.035016
174	85.000000	-147.349001
175	82.250000	-157.662027
176	90.500000	-2.963235
177	87.750000	-13.276489
178	90.500000	-23.589616
179	87.750000	-33.902950
180	90.500000	-44.216253
181	87.750000	-54.529505
182	90.500000	-64.842623
183	87.750000	-75.155893
184	90.500000	-85.469199
185	87.750000	-95.782403
186	90.500000	-106.096017
187	87.750000	-116.409008
188	90.500000	-126.721913
189	87.750000	-137.035016
190	90.500000	-147.349001
191	87.750000	-157.662027
192	96.000000	-2.963235
193	93.250000	-13.276489
194	96.000000	-23.589616
195	93.250000	-33.902950
196	96.000000	-44.216253
197	93.250000	-54.529505
198	96.000000	-64.842623
199	93.250000	-75.155893
200	96.000000	-85.469199
201	93.250000	-95.782403
202	96.000000	-106.096017
203	93.250000	-116.409008
204	96.000000	-126.721913
205	93.250000	-137.035016
206	96.000000	-147.349001
207	93.250000	-157.662027
208	101.500000	-2.963235
209	98.750000	-13.276489
210	101.500000	-23.589616
211	98.750000	-33.902950
212	101.500000	-44.216253
213	98.750000	-54.529505
214	101.500000	-64.842623
215	98.750000	-75.155893
216	101.500000	-85.469199
217	98.750000	-95.782403
218	101.500000	-106.096017
219	98.750000	-116.409008
220	101.500000	-126.721913
221	98.750000	-137.035016
222	101.500000	-147.349001
223	98.750000	-157.662027
224	107.000000	-2.963235
225	104.250000	-13.276489
226	107.000000	-23.589616
227	104.250000	-33.902950
228	107.000000	-44.216253
229	104.250000	-54.529505
230	107.000000	-64.842623
231	104.250000	-75.155893
232	107.000000	-85.469199
233	104.250000	-95.782403
234	107.000000	-106.096017
235	104.250000	-116.409008
236	107.000000	-126.721913
237	104.250000	-137.035016
238	107.000000	-147.349001
239	104.250000	-157.662027
240	112.500000	-2.963235
241	109.750000	-13.276489
242	112.500000	-23.589616
243	109.750000	-33.902950
244	112.500000	-44.216253
245	109.750000	-54.529505
246	112.500000	-64.842623
247	109.750000	-75.155893
248	112.500000	-85.469199
249	109.750000	-95.782403
250	112.500000	-106.096017
251	109.750000	-116.409008
252	112.500000	-126.721913
253	109.750000	-137.035016
254	112.500000	-147.349001
255	109.750000	-157.662027
256	-29.753788	-3.422012
257	-27.250000	-13.276489
258	-29.637496	-24.322252
259	-27.267900	-34.793976
260	-30.000718	-44.924852
261	-26.943644	-54.792332
262	-29.791737	-65.282434
263	-26.604616	-74.510980
264	-29.887763	-85.687935
265	-26.885018	-95.422491
266	-29.985259	-106.674866
267	-27.024792	-116.469206
268	-29.958160	-127.124051
269	-27.067848	-137.102543
270	-29.833063	-147.349259
271	-27.250000	-157.662027
272	-35.103313	-3.068880
273	-32.573629	-13.917250
274	-35.309884	-23.976417
275	-32.406099	-34.374588
276	-35.244877	-44.472359
277	-32.558112	-54.962389
278	-35.350764	-65.005989
279	-32.568689	-75.439557
280	-35.220158	-85.148491
281	-32.597929	-95.788116
282	-35.350818	-106.125029
283	-32.606083	-116.504130
284	-35.451031	-126.615088
285	-32.625864	-136.950102
286	-35.342409	-147.384271
287	-32.634466	-157.572003
288	-40.758214	-3.177619
289	-37.969102	-13.437662
290	-40.788273	-23.736845
291	-38.027906	-34.173425
292	-40.874631	-44.374546
293	-38.042826	-54.885143
294	-40.847462	-65.016236
295	-38.067158	-75.500726
296	-41.023682	-85.629216
297	-38.075347	-96.107039
298	-40.949517	-106.167415
299	-38.073652	-116.183018
300	-40.923390	-126.875599
301	-38.153006	-137.080568
302	-40.943808	-147.243564
303	-38.107232	-157.423910
304	-46.277662	-3.179195
305	-43.658560	-13.515734
306	-46.330796	-23.634652
307	-43.566113	-34.059277
308	-46.517231	-44.361086
309	-43.750000	-54.529413
310	-46.280876	-65.138606
311	-43.622139	-75.427760
312	-46.299888	-85.300077
313	-43.682715	-95.959424
314	-46.327017	-105.924723
315	-43.676074	-116.585185
316	-46.433072	-126.889452
317	-43.592363	-137.015861
318	-46.390694	-147.340301
319	-43.707525	-157.718346
320	-52.000000	-2.963243
321	-49.053787	-13.452142
322	-52.000000	-23.589642
323	-49.113644	-33.938015
324	-51.901877	-44.319446
325	-49.047922	-54.768917
326	-51.847045	-65.037313
327	-49.139531	-75.359984
328	-51.846294	-85.558282
329	-49.176554	-95.907568
330	-51.962913	-106.068765
331	-49.184347	-116.576667
332	-51.836054	-126.720478
333	-49.250000	-137.035003
334	-51.885394	-147.285816
335	-49.081852	-157.621364
336	-57.306702	-3.362001
337	-54.531695	-13.422110
338	-57.386306	-23.881139
339	-54.781628	-33.472171
340	-57.323644	-44.225729
341	-54.615506	-54.815486
342	-57.500000	-64.842729
343	-54.704329	-75.402661
344	-57.434006	-85.625503
